No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,Break1.thisRepN,Break1.thisTrialN,Break1.thisN,Break1.thisIndex,Image,Qustion,Response,CorrAns,Path,thisRow.t,notes,Intro1.started,intro_1.started,Intro1.stopped,Intro2.started,intro_2.started,intro2_resp.started,Intro2.stopped,intro2_resp.keys,intro2_resp.rt,intro2_resp.duration,Intro3.started,Intro_3.started,intro3_resp.started,Intro3.stopped,intro3_resp.keys,intro3_resp.rt,intro3_resp.duration,Prac_intro.started,pracintro.started,pracintro_resp.started,Prac_intro.stopped,pracintro_resp.keys,pracintro_resp.rt,pracintro_resp.duration,practrial.started,image.started,practrial.stopped,solution.started,early.started,RESP.started,late.started,solution.stopped,feedback.started,pracfeedback.started,feedback.stopped,pracfeedback.stopped,Prac_check.started,Prac_check.stopped,intro5.started,intro_5.started,intro5_resp.started,intro5.stopped,intro5_resp.keys,intro5_resp.rt,intro5_resp.duration,blocks.started,main_image_2.started,fix.started,main_image_2.stopped,main_early.started,ct_resp.started,main_late.started,fix.stopped,blocks.stopped,ct_resp.keys,ct_resp.corr,ct_resp.rt,ct_resp.duration,main_early.stopped,ct_resp.stopped,main_late.stopped,break_4.started,participant,session,gender,age,date,expName,psychopyVersion,frameRate,expStart,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.3]","[0, -0.3]",2,congruent,,,,,,,,,0,32,32,32,,,,,,,,,,132.2217513329815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.18721416697372,132.2217513329815,133.18778554198798,133.21604987501632,133.68889462505467,133.68889462505467,133.68889462505467,133.68889462505467,133.88668441702612,left,0,0.1946122080553323,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
24,Month,六月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.3]","[0, -0.3]",3,congruent,,,,,,,,,0,33,33,33,,,,,,,,,,133.92056454205886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.88726420805324,133.92056454205886,134.8882331670029,134.9161970000714,135.3860342920525,135.3860342920525,135.3860342920525,135.3860342920525,135.56998687505256,left,0,0.18207945802714676,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
120,Week,星期三 ,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",3,congruent,,,,,,,,,0,34,34,34,,,,,,,,,,135.60911058296915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.57057483308017,135.60911058296915,136.57108700007666,136.59922129206825,137.0694164170418,137.0694164170418,137.0694164170418,137.0694164170418,137.6193693750538,left,0,0.5447390830377117,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.3, 0]","[0.3, 0]",3,incongruent,,,,,,,,,0,35,35,35,,,,,,,,,,137.65502991701942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.61996462498792,137.65502991701942,138.61264045804273,138.64920483296737,139.12113154202234,139.12113154202234,139.12113154202234,139.09990812500473,139.29620233306196,left,1,0.16816329106222838,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
143,Week,星期六,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.3]","[0, -0.3]",1,incongruent,,,,,,,,,0,36,36,36,,,,,,,,,,139.33531783299986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.29678558302112,139.33531783299986,140.295246707974,140.32874183298554,140.7874624170363,140.7874624170363,140.7874624170363,140.7874624170363,141.38303354207892,left,0,0.5931770000606775,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
38,Month,八月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",2,congruent,,,,,,,,,0,37,37,37,,,,,,,,,,141.41942012507934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.38349079200998,141.41942012507934,142.37820108304732,142.41262404201552,142.88240545801818,142.88240545801818,142.88240545801818,142.86596654204186,144.82925116701517,left,0,1.9394655410433188,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
49,Month,七月,四月,,Hori,late,left,image/Chi_late.png,"[-0.3, 0]","[0.3, 0]",3,incongruent,,,,,,,,,0,38,38,38,,,,,,,,,,144.8703396670753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.82985608302988,144.8703396670753,145.83044479205273,145.86666520801373,146.32074695802294,146.32074695802294,146.32074695802294,146.32770720799454,146.82969975005835,left,1,0.5034090409753844,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
45,Month,九月 ,五月,,Hori,late,left,image/Chi_late.png,"[-0.3, 0]","[0.3, 0]",4,incongruent,,,,,,,,,0,39,39,39,,,,,,,,,,146.86883716704324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8303165420657,146.86883716704324,147.828497666982,147.8667778329691,148.31930766697042,148.31930766697042,148.31930766697042,148.31930766697042,148.3964483330492,left,1,0.07203891698736697,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
101,Week,星期五,星期日,,Hori,early,left,image/Chi_early.png,"[-0.3, 0]","[0.3, 0]",2,congruent,,,,,,,,,0,40,40,40,,,,,,,,,,148.43559320806526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3970428330358,148.43559320806526,149.39472704206128,149.42896958300844,149.89650625002105,149.89650625002105,149.89650625002105,149.88256137503777,150.08551429200452,left,1,0.1881193749140948,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.3, 0]","[0.3, 0]",3,congruent,,,,,,,,,0,41,41,41,,,,,,,,,,150.1229587920243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.08614629204385,150.1229587920243,151.08763349999208,151.11674529197626,151.58726895798463,151.58726895798463,151.58726895798463,151.58726895798463,151.63534291705582,left,0,0.04480516701005399,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
101,Week,星期五,星期六,,Hori,early,left,image/Chi_early.png,"[-0.3, 0]","[0.3, 0]",1,congruent,,,,,,,,,0,42,42,42,,,,,,,,,,151.6738034579903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.63591933296993,151.6738034579903,152.62814187502954,152.6662380420603,153.13631404202897,153.13631404202897,153.13631404202897,153.1155833330704,153.16312129201833,left,1,0.020641125040128827,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",2,incongruent,,,,,,,,,0,43,43,43,,,,,,,,,,153.20218899997417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.16384175000712,153.20218899997417,154.16285383305512,154.19604645797517,154.66213199996855,154.66213199996855,154.66213199996855,154.64975908305496,154.8459522080375,left,0,0.17485641699749976,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
78,Month,十月 ,八月,,Vert,late,up,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",2,incongruent,,,,,,,,,0,44,44,44,,,,,,,,,,154.88539837498683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8465474579716,154.88539837498683,155.83594191703014,155.87903408298735,156.33581570803653,156.33581570803653,156.33581570803653,156.33581570803653,156.4353790000314,left,0,0.09505075006745756,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
118,Week,星期一,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",3,congruent,,,,,,,,,0,45,45,45,,,,,,,,,,156.47150737501215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4359221670311,156.47150737501215,157.427611000021,157.46800208301283,157.93614412506577,157.93614412506577,157.93614412506577,157.9159101670375,158.00272516696714,left,0,0.06104941701050848,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
150,Week,星期日,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",2,incongruent,,,,,,,,,0,46,46,46,,,,,,,,,,158.04104720801115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0034211250022,158.04104720801115,159.00484954204876,159.03527120803483,159.50254104204942,159.50254104204942,159.50254104204942,159.50254104204942,159.56921175005846,left,0,0.06234987499192357,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
59,Month,七月,三月,,Vert,late,up,image/Chi_late.png,"[0, 0.3]","[0, -0.3]",4,incongruent,,,,,,,,,0,47,47,47,,,,,,,,,,159.605984875001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5698155000573,159.605984875001,160.5722336670151,160.59893379197456,161.07179433305282,161.07179433305282,161.07179433305282,161.07179433305282,161.2296046250267,left,0,0.14995941694360226,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
23,Month,七月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.3]","[0, -0.3]",4,congruent,,,,,,,,,0,48,48,48,,,,,,,,,,161.26905445801094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.23019712499809,161.26905445801094,162.22968604206108,162.26219629205298,162.7289867500076,162.7289867500076,162.7289867500076,162.7289867500076,162.86289387498982,left,0,0.12585512502118945,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
98,Week,星期二,星期三 ,,Hori,early,left,image/Chi_early.png,"[-0.3, 0]","[0.3, 0]",1,congruent,,,,,,,,,0,49,49,49,,,,,,,,,,162.9022975830594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.86351841699798,162.9022975830594,163.8623566670576,163.90003466699272,164.35254770796746,164.35254770796746,164.35254770796746,164.35254770796746,164.4450510420138,left,1,0.08281900000292808,None,,,,,333,001,,,2023-11-06_13h06.55.719,ETchi,2023.2.3,None,2023-11-06 13h07.06.877533 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.4652793330606,,,,,,,,,,
