No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
139,Week,星期四,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,29,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.4395411000005,1.0111367000063183,262.445269200005,262.5288031999953,263.3282423999917,263.4283232000016,263.4283232000016,263.4283232000016,down,1,0.8951305000082357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
125,Week,星期三 ,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,30,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.354313200005,1.0107496999989962,265.3609084000054,265.4444616999972,266.2441550999938,266.3440008000034,266.3440008000034,266.3440008000034,right,1,1.0753390000027139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
150,Week,星期日,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,31,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4619976999966,1.0106468000012683,268.4766103000002,268.54343049999443,269.3429412999976,269.4429713999998,269.4429713999998,269.4429713999998,up,1,0.7513353999966057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
132,Week,星期四,星期一,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,32,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.23468850000063,1.0110374000068987,271.24228920000314,271.32562030000554,272.12528930000553,272.2255626999977,272.2255626999977,272.2255626999977,left,1,0.8656093000026885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
148,Week,星期六,星期三 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,33,33,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.1194445000001,1.0115573000075528,274.12477759999456,274.2080905000039,275.0077308000036,275.10784300000523,275.10784300000523,275.10784300000523,up,1,1.0632315000111703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
107,Week,星期四,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,34,34,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1950394000014,0.999074199993629,277.20712679999997,277.290450600005,278.09007839999686,278.19013849999465,278.19013849999465,278.19013849999465,right,1,0.9095818000059808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1294038999913,1.0148989000008442,280.13943429999927,280.2228960999928,281.0224782000005,281.12260190000234,281.12260190000234,281.12260190000234,left,1,0.7526238999998895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
120,Week,星期三 ,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,36,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.91410259999975,1.0148613000055775,283.92162239999743,284.00495429999137,284.8045473999955,284.90469779999694,284.90469779999694,284.90469779999694,down,1,0.8584030999918468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
78,Month,十月 ,八月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,37,37,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.79171869999846,1.0154925999959232,286.80385430000024,286.88728300000366,287.68713969999226,287.7869412,287.7869412,287.7869412,up,1,0.8724968000024091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
16,Month,六月,八月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,38,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.690744099993,1.0148434000002453,289.7032128999999,289.78626009999425,290.58613189999596,290.68597269999736,290.68597269999736,290.68597269999736,right,1,0.7493114999961108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
143,Week,星期六,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,39,39,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4727994999994,1.0105053999868687,292.4854966999992,292.5521473999979,293.35190429999784,293.45164189999923,293.45164189999923,293.45164189999923,down,1,1.1266122000088217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
112,Week,星期二,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,40,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.6054860000004,1.0150139999896055,296.61769329999515,296.7006102000014,297.5005048000021,297.60046319999674,297.60046319999674,297.60046319999674,up,1,0.7542889000033028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
29,Month,七月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,41,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3887054999941,0.9992809999966994,299.39984430000186,299.48318519999157,300.2829369999963,300.3828932000033,300.3828932000033,300.3828932000033,up,1,0.9727081000019098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
112,Week,星期二,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,42,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.38641759999155,0.9991861000016797,302.39887889999954,302.4821627999918,303.2818316000048,303.3817907000048,303.3817907000048,303.3817907000048,up,1,0.9015748999954667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
97,Week,星期一,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,43,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3214391999936,1.0127634999953443,305.3313584999996,305.41451190000225,306.21412819999387,306.3142220000009,306.3142220000009,306.3142220000009,left,1,0.6803978000098141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,44,44,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.03067320000264,1.0126643999974476,308.0302779000049,308.11374929999874,308.913452599998,309.013352199996,309.013352199996,309.013352199996,right,1,0.9980994999932591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
58,Month,六月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,45,45,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0380446000054,1.0113841999991564,311.04592809999303,311.12923999999475,311.9289338999952,312.02889990000403,312.02889990000403,312.02889990000403,up,1,0.9413452000007965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,46,46,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.00630900000397,0.9994003000028897,314.0115231999953,314.0951708999928,314.8945307999966,314.9947198000009,314.9947198000009,314.9947198000009,up,1,0.9927944999944884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
150,Week,星期六,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,47,47,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0175850999949,1.0157536000042455,317.02731259999564,317.1104764000047,317.9103672999918,318.01054719999956,318.01054719999956,318.01054719999956,up,1,1.3203982999984873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
75,Month,十月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.3772004999919,1.0114891999983229,320.37632110000413,320.45962110000255,321.25940110000374,321.3592306999926,321.3592306999926,321.3592306999926,down,1,1.4675739999947837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,49,49,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.8683724000002,1.0100438999943435,323.8751794999989,323.9583091999957,324.75812709999445,324.8579935000016,324.8579935000016,324.8579935000016,right,1,0.9848788999952376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.86391600000206,326.86391600000206,space,5.627040299994405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.59794759999204,336.5076529999933,336.6041320999939,338.5203563999967,338.5203563999967,338.5203563999967,338.5203563999967,left,0,0.6514673000056064,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6946112000005,343.19003440000233,343.70191489999706,345.2013822000008,345.2013822000008,345.2013822000008,345.2013822000008,right,0,0.47399839998979587,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.93423460000486,349.6863469999953,349.9331569999922,351.6989389999944,351.6989389999944,351.6989389999944,351.6989389999944,right,0,0.568511400007992,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5316934000002,356.28532789999736,356.53067629999714,358.2969291000045,358.2969291000045,358.2969291000045,358.2969291000045,right,0,0.3614384000102291,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.3437259999919,362.66775169999164,363.3453426999913,364.67827930000203,364.67827930000203,364.67827930000203,364.67827930000203,right,0,0.9329931999964174,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.91235959999904,369.6140205999982,369.91022589999193,371.6259396999958,371.6259396999958,371.6259396999958,371.6259396999958,right,0,0.4817019000038272,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.12603830000444,372.12603830000444,space,1.8528445999982068,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
141,Week,星期六,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0226901999995,0.9995707000052789,375.0247851000022,375.10821219999343,375.9079039999924,376.00794369999494,376.00794369999494,376.00794369999494,down,1,1.2182900000043446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
2,Month,二月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.2642493000021,1.0123449000093387,378.27375680000114,378.3572015999962,379.1568317999918,379.25677360000554,379.25677360000554,379.25677360000554,left,1,0.859095800013165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
16,Month,七月,十月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.1499834999995,1.0132218999933684,381.1560982999945,381.2397223000007,382.03932239999995,382.13926039999933,382.13926039999933,382.13926039999933,right,1,1.127052099996945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.2987273000035,1.011746200005291,384.3050709999952,384.38854659999197,385.18820330000017,385.28829729999416,385.28829729999416,385.28829729999416,down,1,1.1865172999969218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
46,Month,八月,六月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.5149881999969,0.9990252999996301,388.5208735999913,388.60383799999545,389.40371250000317,389.50350189999153,389.50350189999153,389.50350189999153,left,0,0.7315074000071036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.2625143000041,1.0145788999943761,391.2696039000002,391.3528071000037,392.15267579999636,392.25263289999566,392.25263289999566,392.25263289999566,up,0,0.7906244000041625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
142,Week,星期日,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.08023589999357,1.011837399986689,394.085496300002,394.1685449999932,394.96824239999114,395.0682550000056,395.0682550000056,395.0682550000056,down,1,1.0629762000025949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
134,Week,星期五,星期三 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.16468649999297,1.0125248999975156,397.16753269999754,397.25074360000144,398.0508353000041,398.15074179999647,398.15074179999647,398.15074179999647,left,1,0.9010585000069113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0896664000029,1.0153691000014078,401.0997786999942,401.1831009000016,401.9828097999998,402.08293360000243,402.08293360000243,402.08293360000243,right,1,0.6473712000006344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.7550052000006,1.0153164000075776,403.76538260000234,403.84879360000195,404.648342600005,404.7484442999994,404.7484442999994,404.7484442999994,right,1,0.8227531000011368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.60939959999814,1.011394900007872,406.6144379000034,406.6977535000042,407.4975163999916,407.59770019999996,407.59770019999996,407.59770019999996,down,1,1.1261191999947187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
70,Month,十月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.76076390000526,1.010609699995257,409.763388899999,409.84669089999807,410.646396199998,410.7464195999928,410.7464195999928,410.7464195999928,up,1,0.9045424000069033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
57,Month,三月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.68716689999565,1.0123414999980014,412.69584070000565,412.7790066000016,413.5788476000016,413.67880359999253,413.67880359999253,413.67880359999253,left,1,1.0763403000019025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.7854585000023,1.0152915999933612,416.79446809999354,416.87780889999704,417.6775265000033,417.7774791999982,417.7774791999982,417.7774791999982,down,1,0.8728853999928106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.686973399992,1.0147615000023507,419.69350799999665,419.7766985999915,420.57660719999694,420.6766028999991,420.6766028999991,420.6766028999991,right,0,1.0705421000020579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-16_14h12.06.201,ETproject_Chi_2023.1.1,2023.1.1,60.050250050874325,
