No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
46,Month,四月,一月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,29,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3976186999935,1.011627200001385,299.39797789999284,299.4811186000006,300.2809263999952,300.38094979999005,300.38094979999005,300.38094979999005,left,1,0.8702058000053512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
1,Month,一月,二月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,30,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.2877717999945,0.99920839999686,302.29685549999704,302.38015529999393,303.1798903000017,303.2799221999885,303.2799221999885,303.2799221999885,left,1,0.5947755999950459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
98,Week,星期二,星期三 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,31,31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.905528999996,1.0106470000027912,304.9125558999949,304.996078199998,305.79561529999773,305.895841199992,305.895841199992,305.895841199992,left,1,0.9239737000025343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,32,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.8539960999915,1.0115608000050997,307.8618327000004,307.94542139999976,308.74489979998907,308.84476469999936,308.84476469999936,308.84476469999936,right,1,0.8698136000020895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,33,33,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7617196999927,1.0107893999957014,310.7607468999922,310.84406629999285,311.64378329999454,311.7437241000007,311.7437241000007,311.7437241000007,up,1,0.7789324000041233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
59,Month,七月,三月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,34,34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.55132220000087,1.0122025000018766,313.5597546999925,313.6429640999995,314.4427957000007,314.5428569999931,314.5428569999931,314.5428569999931,up,1,0.7636884999956237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
58,Month,六月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,35,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3310960999952,1.0158053000050131,316.3421479999961,316.42554359999485,317.22540409999783,317.32528739998816,317.32528739998816,317.32528739998816,up,1,0.7741689999966184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
99,Week,星期三 ,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,36,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.1384337999916,1.0131932999938726,319.141395300001,319.2245811999892,320.02440470000147,320.12460529999225,320.12460529999225,320.12460529999225,left,1,0.6549507000017911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
112,Week,星期二,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,37,37,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.8157982999983,1.0122222999925725,321.82393279999087,321.90707249999105,322.7068792999926,322.80679819999204,322.80679819999204,322.80679819999204,up,1,0.8117345000064233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
23,Month,七月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,38,38,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6470446999883,1.0140065999876242,325.6561107999878,325.7390974000009,326.53874350000115,326.6388234999904,326.6388234999904,326.6388234999904,up,1,0.7565116999903694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
101,Week,星期五,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,39,39,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.4316453999927,1.0108315000106813,328.43819459999213,328.521682599996,329.3213706999959,329.42149110000173,329.42149110000173,329.42149110000173,left,1,0.8937310000037542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
49,Month,七月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,40,40,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.3512641999987,1.0107040000002598,331.3538092999952,331.4371287999966,332.23699989999295,332.3368647999887,332.3368647999887,332.3368647999887,left,1,0.6895588000043062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,41,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0698035999958,1.0115121999988332,334.0698166999937,334.1533139999956,334.95290409999143,335.0528769999946,335.0528769999946,335.0528769999946,up,1,0.950809300004039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
139,Week,星期四,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,42,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.03979999999865,0.9995751999958884,337.05224859999726,337.13538219999464,337.93503449999844,338.03524859999015,338.03524859999015,338.03524859999015,down,1,0.8162156000034884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
118,Week,星期一,星期四,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,43,43,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.87853579998773,1.0149397000059253,339.8845153000002,339.9677343999938,340.76756119998754,340.8677088999975,340.8677088999975,340.8677088999975,down,1,0.7842328000115231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
16,Month,六月,八月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,44,44,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.691822599998,1.0122649999975692,342.70014639999135,342.78364129998954,343.58324729999003,343.68346609998844,343.68346609998844,343.68346609998844,right,1,0.6480597000045236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,45,45,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.3602009999886,1.0114126999978907,345.36594279999554,345.44931689999066,346.2490134999971,346.34899790000054,346.34899790000054,346.34899790000054,left,1,0.8303752000065288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
101,Week,星期五,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,46,46,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2101444,0.99926769999729,348.2150362999964,348.29846089999774,349.0981954000017,349.19813049999357,349.19813049999357,349.19813049999357,left,1,0.9251049000013154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
20,Month,四月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,47,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1555995999952,1.0153693000029307,351.1642533999984,351.2473440999893,352.04713300000003,352.147298099997,352.147298099997,352.147298099997,up,1,0.7912708000076236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
116,Week,星期六,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,48,48,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9723870000016,1.0122714000026463,353.9797818999941,354.0630247999943,354.8628802999883,354.96300150000025,354.96300150000025,354.96300150000025,up,1,0.9367415000015171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
45,Month,九月 ,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,49,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9404987000016,1.0116340000095079,356.9455232999899,357.0288002999878,357.82854649999354,357.9289557000011,357.9289557000011,357.9289557000011,left,1,0.882494500008761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.82857279999007,358.82857279999007,space,8.622849100007443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.54713529998844,371.4607265999948,371.55743000000075,373.4734260999976,373.4734260999976,373.4734260999976,373.4734260999976,left,0,0.7226689999952214,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.68944159999955,378.2097083999979,378.6883641999884,380.2213128000003,380.2213128000003,380.2213128000003,380.2213128000003,right,0,0.5822063999949023,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0606141999888,384.8067183999956,385.06953670000075,386.8190750999929,386.8190750999929,386.8190750999929,386.8190750999929,right,0,0.47972059999301564,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.53020249999827,391.3056002999947,391.53423979999206,393.31698789999064,393.31698789999064,393.31698789999064,393.31698789999064,right,0,0.6052499999932479,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.02332589999423,397.93561729999783,398.03208459999587,399.94795959998737,399.94795959998737,399.94795959998737,399.94795959998737,left,0,1.9438402999949176,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.5637726999994,405.900773699992,406.56247520000034,407.91207679999934,407.91207679999934,407.91207679999934,407.91207679999934,right,0,0.6998265000001993,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.628993499995,408.628993499995,space,3.685747800001991,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
13,Month,二月,三月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3589049000002,0.9994177999906242,413.36017859999265,413.443540799999,414.2436231999891,414.34342579999065,414.34342579999065,414.34342579999065,right,1,0.8765402999997605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2604573999997,1.0118944000132615,416.2593715999974,416.34268000000156,417.14240569999674,417.24235209998733,417.24235209998733,417.24235209998733,down,1,0.9041035999980522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
111,Week,星期一,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.201209699997,1.0109948000026634,419.20824880000146,419.27486049999425,420.074827599994,420.1748676999996,420.1748676999996,420.1748676999996,up,1,0.7636048999993363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.96436019999965,1.0146139000135008,422.97377369999595,423.0571765999921,423.85669689999486,423.9567199000012,423.9567199000012,423.9567199000012,left,1,0.7113212999975076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
57,Month,三月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7018906000012,0.9991784000012558,425.70611039998767,425.7894988999906,426.5892077999888,426.68920269999944,426.68920269999944,426.68920269999944,left,1,0.8257406000047922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.5481141999917,1.0121679000003496,428.5551573999983,428.6385573000007,429.4381694999902,429.5382479999971,429.5382479999971,429.5382479999971,up,1,0.8402483000099892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4139104999922,1.012034200000926,431.42099639998924,431.50419949999196,432.30410579999443,432.4039985999989,432.4039985999989,432.4039985999989,right,1,0.9118291999911889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.3488362999924,1.0124443000095198,434.35341029999836,434.436729699999,435.23640409999643,435.33634860000166,435.33634860000166,435.33634860000166,up,1,0.7553712999942945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
2,Month,二月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.1282448999991,1.0107985999929952,437.13582269998733,437.21933769999305,438.01858789999096,438.11878039999283,438.11878039999283,438.11878039999283,left,1,0.7637145999906352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
48,Month,十月 ,八月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.9069761999999,0.9990852000046289,439.91818839999905,440.0015730000014,440.80128169999807,440.901243699991,440.901243699991,440.901243699991,right,1,0.9424853999953484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.87470799998846,1.0130154000071343,442.88389499999175,442.9672399999981,443.76690209998924,443.86707079999906,443.86707079999906,443.86707079999906,down,1,0.888125299999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
114,Week,星期四,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.79311980000057,1.012458199998946,445.79968989999907,445.88298029999714,446.6826230000006,446.7829184000002,446.7829184000002,446.7829184000002,up,1,0.8033453999960329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
16,Month,七月,十月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.63107069999387,1.0098647999984678,448.63198099999863,448.7152902999951,449.51502510000137,449.61505529998976,449.61505529998976,449.61505529998976,right,1,0.9883093999960693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6447843999922,1.0112796000030357,451.64766509999754,451.73089989999426,452.53074679999554,452.6307958999969,452.6307958999969,452.6307958999969,left,1,0.8130846999993082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4815254999994,1.0107526999927359,454.4799859999912,454.56349619998946,455.3629256999993,455.4629595000006,455.4629595000006,455.4629595000006,left,1,0.7645168000017293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-16_14h55.58.720,ETproject_Chi_2023.1.1,2023.1.1,59.850851677642055,
