No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_4.stopped,text_5.started,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,30,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.2206348000327,1.011573799944017,308.2254714000155,308.30904120003106,309.1086459000362,309.2088302000193,309.2088302000193,309.2088302000193,up,1,1.2797968999948353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
127,Week,星期五,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,31,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.5204304000363,1.0107593999709934,311.5247190000373,311.6076770000509,312.4075806000037,312.5076834000065,312.5076834000065,312.5076834000065,right,1,2.1734068999649025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
142,Week,星期五,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,32,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.71555880003143,1.0111811999813654,315.72336380003253,315.8064564000233,316.6062921000412,316.7062302000122,316.7062302000122,316.7062302000122,down,1,1.6695653999922797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
98,Week,星期二,星期三 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,33,33,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.4162480000523,1.0112820999929681,319.42195970000466,319.5052415000391,320.3050326000084,320.4049329000409,320.4049329000409,320.4049329000409,left,1,0.8906667999690399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
75,Month,十月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,34,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.3289904000121,1.011694599990733,322.3375753000146,322.4209428000031,323.22053970000707,323.32057710003573,323.32057710003573,323.32057710003573,down,1,1.9522576999734156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
150,Week,星期六,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,35,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.3160728000221,1.0147011000080965,326.3193814000115,326.4027976000216,327.20262630004436,327.3026374000474,327.3026374000474,327.3026374000474,up,1,1.2580608000280336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
112,Week,星期二,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,36,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.59156960004475,0.9990892999921925,329.6018148000003,329.68526729999576,330.4850140000344,330.5848009000183,330.5848009000183,330.5848009000183,up,1,1.0562767999945208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,37,37,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.6798986000358,1.0148799999733455,332.68418740003835,332.7675008000224,333.5672137000365,333.66712980001466,333.66712980001466,333.66712980001466,right,1,0.9897611999767832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
45,Month,九月 ,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,38,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.6900231000036,1.0150922000175342,335.6997641000198,335.7832821000484,336.5829546000459,336.6828735000454,336.6828735000454,336.6828735000454,left,1,1.052854200010188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
148,Week,星期六,星期三 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,39,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.784892900032,1.01262150000548,338.79896310000913,338.8653888000408,339.6652912000427,339.7654237000388,339.7654237000388,339.7654237000388,up,1,1.331668900034856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
16,Month,六月,八月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.12232590001076,1.015341000049375,342.13100029999623,342.2143511000322,343.0141123000067,343.1140807000338,343.1140807000338,343.1140807000338,right,1,1.4788960999576375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
136,Week,星期日,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,41,41,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.62702390004415,1.0107076999847777,345.63002100004815,345.7133724000305,346.51296080002794,346.6131781000295,346.6131781000295,346.6131781000295,left,1,1.2043622999917716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
120,Week,星期三 ,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,42,42,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.8518629000173,1.0154331999947317,349.8618265000405,349.9453172000358,350.74492440000176,350.84505050000735,350.84505050000735,350.84505050000735,down,1,1.2278121000272222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
116,Week,星期六,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,43,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.10939300002065,1.0140072999638505,353.1106854000245,353.1941086000297,353.99369830003707,354.0937612000271,354.0937612000271,354.0937612000271,up,1,1.569826299964916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
141,Week,星期五,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,44,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.6988068000064,1.0156028000055812,356.70938630000455,356.79297820001375,357.5925164000364,357.6925812000409,357.6925812000409,357.6925812000409,down,1,1.8437302999664098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
62,Month,十月 ,六月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,45,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.57459720002953,1.0116534000262618,360.57500800001435,360.6582140000537,361.45805980003206,361.55803549999837,361.55803549999837,361.55803549999837,up,1,1.7698609000071883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
101,Week,星期五,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,46,46,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.37011230003554,0.9990207999944687,364.3738596000476,364.45714130002307,365.25689160003094,365.35673719999613,365.35673719999613,365.35673719999613,left,1,1.4682370999944396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
139,Week,星期四,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,47,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8606257000356,0.9992566000437364,367.8725764999981,367.9558690999984,368.7555073000258,368.8558292000089,368.8558292000089,368.8558292000089,down,1,1.0399510000133887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
143,Week,星期六,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,48,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.9314732000348,1.0150635999743827,371.9380469000316,372.02124160004314,372.82105800003046,372.9210504000075,372.9210504000075,372.9210504000075,down,1,1.2722774000139907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
78,Month,十月 ,八月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,49,49,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.2313476999989,1.0126722999848425,375.2368067000061,375.32006739999633,376.11974200000986,376.2199290000135,376.2199290000135,376.2199290000135,up,1,1.2923667000140995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5361852000351,377.5361852000351,space,14.287988000025507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.62439470004756,395.8349748000037,396.6296367000323,397.84598290000577,397.84598290000577,397.84598290000577,397.84598290000577,left,0,3.5224215000052936,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.6623836000217,405.37964070000453,405.65980270004366,407.39261170005193,407.39261170005193,407.39261170005193,407.39261170005193,left,0,2.3836737999808975,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.8663560000132,413.7941165000084,413.8739861000213,415.8065123000415,415.8065123000415,415.8065123000415,415.8065123000415,left,0,1.217777899990324,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.2726404000423,421.04243690002477,421.27142110001296,423.05415700003505,423.05415700003505,423.05415700003505,423.05415700003505,right,0,0.9622422999818809,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.1180740999989,428.0228393000434,428.11918790003983,430.03521280002315,430.03521280002315,430.03521280002315,430.03521280002315,right,0,0.5811564999748953,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.09802330000093,434.622073800012,435.10022660001414,436.6330756000243,436.6330756000243,436.6330756000243,436.6330756000243,right,0,0.5506135000032373,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.2163537000306,437.2163537000306,space,5.015472999948543,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.2797639000346,0.9995101999957114,443.280852099997,443.36430930002825,444.1640897000325,444.2640535000246,444.2640535000246,444.2640535000246,left,1,2.2323010999825783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
1,Month,一月,四月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5270980000496,1.0111803999752738,447.5294147999957,447.61294449999696,448.4126013000496,448.51246940001147,448.51246940001147,448.51246940001147,left,1,0.863891999993939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.41229450004175,1.0117211999604478,450.4117523000459,450.4952451999998,451.2950241000508,451.39487270003883,451.39487270003883,451.39487270003883,right,1,1.021927100024186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.4523460000055,0.9990332000306807,453.4608604000532,453.5440895000356,454.344037700037,454.4441192000522,454.4441192000522,454.4441192000522,right,1,0.9642584000248462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.43884529999923,0.9991674000048079,456.443342500017,456.52648260002024,457.32624320004834,457.42620390001684,457.42620390001684,457.42620390001684,down,1,1.5828308999771252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0306294000475,1.014331599988509,461.0415928000002,461.1249628000078,461.9245934000355,462.02489640004933,462.02489640004933,462.02489640004933,down,1,1.0325242000399157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
72,Month,四月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0810921000084,1.015436600020621,464.0905707000056,464.17399280000245,464.97366080002394,465.0738871000358,465.0738871000358,465.0738871000358,up,1,1.390918699966278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.49535310000647,1.0153620999772102,467.5062671000487,467.58948790002614,468.38934440002777,468.4893545000232,468.4893545000232,468.4893545000232,down,1,0.9746387000195682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
25,Month,一月,五月,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.49470560002374,1.015126699989196,470.5051486000302,470.5884902999969,471.3882124000229,471.4882391000283,471.4882391000283,471.4882391000283,down,1,0.9201094000018202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
43,Month,十月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.4500518999994,1.0142626999877393,473.45423319999827,473.53762340004323,474.33717610000167,474.4374214000418,474.4374214000418,474.4374214000418,right,1,1.1943280999548733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.661508899997,1.0121852000011131,476.66994110000087,476.7533171999967,477.55287470004987,477.6528503000154,477.6528503000154,477.6528503000154,left,1,0.9070787999662571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
142,Week,星期日,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.596233200049,1.0109050999744795,479.60221979999915,479.6857138000196,480.4854099000222,480.58549860003404,480.58549860003404,480.58549860003404,down,1,1.4470010000513867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0559407999972,1.0149004999548197,483.06766950001474,483.1509925000137,483.95092800003476,484.050699000014,484.050699000014,484.050699000014,left,1,0.9737172999884933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.06676700001117,1.0118368999683298,486.0665837000124,486.15021400002297,486.9497298000497,487.049814100028,487.049814100028,487.049814100028,right,1,0.8627882999717258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
53,Month,五月,三月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.9412833000533,1.011670799984131,488.94923930004006,489.03243479999946,489.83209610002814,489.93220630002907,489.93220630002907,489.93220630002907,left,1,1.1488708999822848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,15,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.11083590000635,1.0105467999819666,492.11483269999735,492.1979937000433,492.99783930002013,493.0977129000239,493.0977129000239,493.0977129000239,up,1,0.8626837999909185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-21_16h21.36.433,ETproject_Chi_2023.1.1,2023.1.1,60.015688101552,
