No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
75,Month,十月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.2603091998026,1.0099360002204776,441.2671258999035,441.3337249001488,442.13351310044527,442.2335433997214,442.2335433997214,442.2335433997214,down,1,1.231561099179089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
120,Week,星期三 ,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,30,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.49935370031744,1.0134161999449134,444.49927069991827,444.5826995000243,445.3824861999601,445.48245420027524,445.48245420027524,445.48245420027524,down,1,1.447065300308168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
114,Week,星期四,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,31,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.95673900004476,1.015097800642252,448.9645170997828,449.0478256000206,449.8477690005675,449.9476338997483,449.9476338997483,449.9476338997483,up,1,1.525386299006641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
99,Week,星期三 ,星期六,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,32,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.50812069978565,1.0103342002257705,452.5133292004466,452.59681690018624,453.3964755004272,453.49658290017396,453.49658290017396,453.49658290017396,left,1,0.8564815996214747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,33,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.39586609974504,1.0117957005277276,455.3960464000702,455.4791649002582,456.278781699948,456.3789237998426,456.3789237998426,456.3789237998426,right,0,1.031471399590373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,34,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.4337801998481,0.9991264995187521,458.44486969988793,458.5283478004858,459.3281650003046,459.42787250038236,459.42787250038236,459.42787250038236,right,1,1.0303295999765396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
142,Week,星期五,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,35,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.49262430053204,1.0106196999549866,461.4937236001715,461.5772085003555,462.3768702996895,462.4769735997543,462.4769735997543,462.4769735997543,down,1,1.1412311997264624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
24,Month,四月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,36,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.64870550017804,1.0147695001214743,465.6590648004785,465.7423817999661,466.5422090999782,466.6421125000343,466.6421125000343,466.6421125000343,up,1,0.9991228003054857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
143,Week,星期六,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,37,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.66972739994526,1.0103505002334714,468.6747855003923,468.7581550003961,469.55792490020394,469.65802159998566,469.65802159998566,469.65802159998566,down,1,0.9357214001938701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
150,Week,星期六,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,38,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.6337969005108,1.0114358002319932,471.6404571002349,471.7238141000271,472.52355640009046,472.6235754005611,472.6235754005611,472.6235754005611,up,1,1.2423726990818977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
59,Month,七月,三月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,39,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.8958497000858,1.0151845002546906,475.90557530056685,475.98933110013604,476.7886810004711,476.8885181006044,476.8885181006044,476.8885181006044,up,1,0.9223788995295763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
141,Week,星期五,星期三 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.854129999876,1.0118901003152132,478.85466710012406,478.9380545001477,479.73784810025245,479.83776670042425,479.83776670042425,479.83776670042425,down,1,1.0036060996353626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
20,Month,四月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,41,41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.88034529984,1.0113660003989935,481.8871020004153,481.9703174000606,482.77007760014385,482.87013110052794,482.87013110052794,482.87013110052794,up,1,1.1794940000399947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
1,Month,一月,二月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,42,42,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0752947004512,1.0152865005657077,485.0860326997936,485.1691877003759,485.96906740032136,486.06900550052524,486.06900550052524,486.06900550052524,left,1,0.7491376996040344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
63,Month,十二月,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,43,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.84758369997144,1.0095854001119733,487.85182220023125,487.9352238001302,488.7349672000855,488.8347808001563,488.8347808001563,488.8347808001563,down,1,1.3594663003459573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
136,Week,星期日,星期五,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,44,44,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.2285257996991,1.0146158998832107,491.2338880999014,491.3173815002665,492.116967599839,492.21705109998584,492.21705109998584,492.21705109998584,left,1,1.3843808993697166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
12,Week,星期日,星期四,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,45,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.64019270054996,0.9993133991956711,494.6495727999136,494.73269159998745,495.5325156999752,495.632505800575,495.632505800575,495.632505800575,up,1,0.8900148002430797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
29,Month,七月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,46,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5602647000924,1.0145778004080057,497.5651230001822,497.64845409989357,498.44830510020256,498.54833019990474,498.54833019990474,498.54833019990474,down,0,0.9742446998134255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
139,Week,星期四,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,47,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.55533669982105,1.012839000672102,500.5642453003675,500.64752889983356,501.4473258005455,501.5471779005602,501.5471779005602,501.5471779005602,down,1,1.0220806999132037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
97,Week,星期一,星期四,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,48,48,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.60546729993075,1.0119210993871093,503.61320160049945,503.6966700004414,504.49623399972916,504.59636399988085,504.59636399988085,504.59636399988085,left,1,0.9331678003072739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
58,Month,六月,二月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,49,49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.56027169991285,1.0125112999230623,506.5621912004426,506.64550879970193,507.44547520019114,507.5452439999208,507.5452439999208,507.5452439999208,up,1,1.6800077995285392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.23485440015793,510.23485440015793,space,11.61501850001514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5964085999876,525.8608172005042,526.6056310003623,527.8719741003588,527.8719741003588,527.8719741003588,527.8719741003588,None,0,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1700355997309,536.8725073998794,537.1687059001997,538.8850666005164,538.8684378005564,538.8684378005564,538.8684378005564,left,0,0.6850908994674683,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.8054120000452,543.5710037006065,543.8166698003188,545.5828943001106,545.5828943001106,545.5828943001106,545.5828943001106,right,0,0.9862924991175532,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0832511000335,550.5860430002213,551.0810134997591,552.5972562003881,552.5972562003881,552.5972562003881,552.5972562003881,right,0,0.12510939966887236,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9707145001739,556.7330919997767,556.9790083002299,558.7452079001814,558.7452079001814,558.7452079001814,558.7452079001814,right,0,0.8891845997422934,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.7127531003207,563.647178299725,563.7101167999208,565.6595424003899,565.6595424003899,565.6595424003899,565.6595424003899,left,0,0.3588819997385144,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0427301004529,566.0427301004529,space,2.8071149000898004,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
21,Month,十月 ,十一月 ,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.8883512001485,0.9991343999281526,569.8912246003747,569.9747790005058,570.7743541998789,570.8743911003694,570.8743911003694,570.8743911003694,right,1,2.039685900323093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
82,Month,六月,五月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.9589205998927,1.0104704005643725,573.9733814001083,574.0399679997936,574.8398336004466,574.9396518003196,574.9396518003196,574.9396518003196,up,1,1.1821397989988327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
18,Month,九月 ,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.1435229005292,1.0156946005299687,577.1556996004656,577.2390171000734,578.038646900095,578.1387529997155,578.1387529997155,578.1387529997155,right,1,0.7596125993877649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
126,Week,星期五,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9345543999225,1.0139656998217106,579.938175899908,580.0212783003226,580.8210188001394,580.9209930002689,580.9209930002689,580.9209930002689,right,1,1.184592799283564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
102,Week,星期六,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1465769000351,1.0107164001092315,583.1536399004981,583.2371075004339,584.03674650006,584.1365876998752,584.1365876998752,584.1365876998752,left,1,0.8333967998623848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0037297001109,1.0108509007841349,586.0026364000514,586.0860673002899,586.8858085004613,586.9857668001205,586.9857668001205,586.9857668001205,right,1,1.0888713002204895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1115252999589,1.0121660996228456,589.1184930996969,589.201594600454,590.0013687005267,590.1015245998278,590.1015245998278,590.1015245998278,down,1,1.1244807997718453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
108,Week,星期五,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.2656391998753,1.0121998004615307,592.2674484001473,592.3505226997659,593.1503662997857,593.2502604005858,593.2502604005858,593.2502604005858,right,1,1.4635586999356747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.7389748999849,1.014775900170207,595.749494000338,595.8329124003649,596.6325757000595,596.7324943998829,596.7324943998829,596.7324943998829,up,0,1.2298138998448849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.9912523003295,1.014029299840331,598.9983016001061,599.081756000407,599.8815566999838,599.9814010998234,599.9814010998234,599.9814010998234,up,1,2.3170657996088266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
39,Month,九月 ,十一月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.3395328000188,1.0131136998534203,603.3470435002819,603.430393400602,604.2301187003031,604.3300851006061,604.3300851006061,604.3300851006061,down,1,1.024040399119258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
16,Month,八月,十二月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.3903715005144,1.0118610998615623,606.3960797004402,606.4794057002291,607.2790023004636,607.3790214005858,607.3790214005858,607.3790214005858,right,1,1.0159775000065565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
4,Month,四月,六月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.423467900604,1.0110963005572557,609.4285960001871,609.511483900249,610.3112674001604,610.4112819004804,610.4112819004804,610.4112819004804,left,1,1.006759099662304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4569410998374,1.0108326002955437,612.4605325004086,612.5439386004582,613.3436992000788,613.4437261000276,613.4437261000276,613.4437261000276,down,1,0.9342842996120453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
84,Month,八月,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.4189212005585,1.0113639999181032,615.4263348998502,615.5098043996841,616.3092847000808,616.4094085004181,616.4094085004181,616.4094085004181,up,1,1.4324281997978687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-11-10_14h51.42.577,ETproject_Chi_2023.1.1,2023.1.1,60.0628736516048,
