No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,fix.started,main_image_2.stopped,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,theend.stopped,participant,session,date,expName,psychopyVersion,frameRate,
98,Week,星期二,星期三 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,29,29,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.8991795999973,0.9990171999961603,305.99466499999835,305.91129520000686,306.7942777000062,306.8942581999945,306.8942581999945,306.8942581999945,left,1,1.085678999996162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
20,Month,四月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,30,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.01577330000146,0.9991489999956684,309.1101767,309.0269219999973,309.91001620000316,310.01006130000314,310.01006130000314,310.01006130000314,left,0,2.889874000000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
62,Month,十月 ,六月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,31,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.93855830000393,1.0114620000094874,314.0254715999981,313.94204210000316,314.825190399999,314.9251432999954,314.9251432999954,314.9251432999954,up,1,3.943819499996607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
49,Month,七月,四月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,32,32,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.8969297000076,1.0148843999922974,319.9900262999945,319.90680370000337,320.78991539999697,320.8897164000009,320.8897164000009,320.8897164000009,left,1,1.2988406000076793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
125,Week,星期三 ,星期一,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,33,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.21888609999587,1.0149610999942524,324.30534119999356,324.22187129999656,325.1053180999952,325.20532499999536,325.20532499999536,325.20532499999536,right,1,3.1906960000051185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
126,Week,星期三 ,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,0,34,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.4235772000029,1.0150729999877512,330.51991130000533,330.4366585000025,331.3197693000038,331.41968060000363,331.41968060000363,331.41968060000363,right,1,0.8803155000059633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
101,Week,星期五,星期日,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,0,35,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.3339000000051,1.0106330999988131,333.41921020000154,333.3356516999993,334.2186537000016,334.3187010000038,334.3187010000038,334.3187010000038,left,1,1.8056415999890305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
34,Month,七月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.1616741999969,0.9991864000039641,337.2510356000057,337.1676398000054,338.050794200004,338.15074129999994,338.15074129999994,338.15074129999994,down,1,2.0530768999888096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
38,Month,八月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.239796700007,1.0129297000094084,341.33310890000575,341.2496183999974,342.13279510000575,342.23285629999737,342.23285629999737,342.23285629999737,down,1,1.2352211999968858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,38,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5139279000068,1.0101267999998527,344.59863430000405,344.51531789999717,345.39834330000303,345.49853629999416,345.49853629999416,345.49853629999416,right,1,3.2016828000050737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
23,Month,七月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,0,39,39,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.7352102999939,1.0147405000025174,349.830280999995,349.747019800001,350.62988129999576,350.72987000000285,350.72987000000285,350.72987000000285,up,1,1.7866856000036933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
112,Week,星期二,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,40,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5538228000005,1.0125560000014957,353.6459449000031,353.5622413000019,354.44546219999756,354.5454339000062,354.5454339000062,354.5454339000062,up,1,1.4513761999987764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
150,Week,星期六,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,41,41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.04367320000165,1.0114305000024615,357.12795709999773,357.04444689999946,357.92762350000703,358.0275818000009,358.0275818000009,358.0275818000009,up,1,3.465215200005332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
46,Month,四月,一月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,42,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.5162826999949,1.014210199995432,362.60956469999655,362.52592130000266,363.4090561999983,363.5091384000043,363.5091384000043,363.5091384000043,left,1,2.3600754999933997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,43,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.90422200000467,1.0146779999922728,367.9908746000074,367.9075967000026,368.79057780000585,368.89063319999696,368.89063319999696,368.89063319999696,up,1,2.7939881999918725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
150,Week,星期日,星期五,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,44,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.7225552999953,1.012110900002881,372.8060461000059,372.7228966000039,373.6056955000022,373.7056075000073,373.7056075000073,373.7056075000073,up,1,1.6584176999895135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
116,Week,星期六,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,0,45,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.4030664999955,1.0119164999923669,376.48823369999445,376.40465699999913,377.28782809999393,377.3878775999983,377.3878775999983,377.3878775999983,up,1,1.7686552999948617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
106,Week,星期三 ,星期六,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,46,46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.19531730000017,1.0158137000107672,380.28691479999543,380.2033956000014,381.08653920000506,381.18651439999667,381.18651439999667,381.18651439999667,right,1,1.874474399999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
24,Month,六月,九月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,47,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.10297129999526,1.0099923000088893,384.18568299999606,384.1021854000064,384.9855667000011,385.0854254000078,385.0854254000078,385.0854254000078,up,1,1.359620499992161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,48,48,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.47981810000056,1.0149139999994077,388.56735350000235,388.48432969999703,389.3673382000052,389.46718719999626,389.46718719999626,389.46718719999626,right,1,2.400743899997906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,49,49,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.9022158999942,0.9992676000110805,392.9993691000054,392.91592000000674,393.79905130000407,393.8990277000048,393.8990277000048,393.8990277000048,up,1,1.3063625999930082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.2323210999966,395.2323210999966,space,12.42876840000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.9110553999999,411.6638579000064,411.9096894000031,413.67586850000225,413.67586850000225,413.67586850000225,413.67586850000225,left,0,2.0177240000048187,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.82063150000613,419.7111419000066,419.82381229999737,421.7234125000032,421.7234125000032,421.7234125000032,421.7234125000032,right,0,0.8811844000010751,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.15415219999704,426.6101516999988,427.154727299996,428.6210204000017,428.6210204000017,428.6210204000017,428.6210204000017,right,0,0.784348899993347,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.29168570000184,433.4237590000048,434.3020991000012,435.43513980000716,435.43513980000716,435.43513980000716,435.43513980000716,left,0,1.08988309999404,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.99624260000564,440.5376522999941,441.0000271999961,442.5495737999954,442.5495737999954,442.5495737999954,442.5495737999954,right,0,1.7431182000000263,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.4360425999985,448.300751099996,448.44754850000754,450.3135970000076,450.3135970000076,450.3135970000076,450.3135970000076,left,0,0.5864522999909241,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.93011860000115,450.93011860000115,space,5.882453899990651,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
23,Month,一月,二月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.88724509999884,0.9996086000028299,457.94433740000386,457.8943526000003,458.7442155999961,458.84395109999605,458.84395109999605,458.84395109999605,up,1,1.9211037999921246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.80965370000195,1.0116810000035912,461.89303640000435,461.80974839999544,462.69283550000546,462.7928030999974,462.7928030999974,462.7928030999974,right,1,1.3070891999959713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
11,Month,十一月 ,十二月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.1327953000073,1.011209600008442,465.2254325000031,465.1418579999954,466.02516070000274,466.1251854999937,466.1251854999937,466.1251854999937,left,1,1.2955428999994183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
55,Month,四月,一月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.4499577000024,1.010802100005094,468.54077070000494,468.45747099999426,469.34052999999403,469.4405895000018,469.4405895000018,469.4405895000018,down,1,1.4757176999992225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
114,Week,星期四,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.9448230000053,1.0147213000018382,472.0397026000064,471.95635349999793,472.8394339000006,472.93961360000685,472.93961360000685,472.93961360000685,up,1,1.2723274000018137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
10,Month,二月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.2495592999985,1.0155272999982117,475.33865030000015,475.2554658000081,476.13838399999804,476.23830059999455,476.23830059999455,476.23830059999455,right,1,0.9428015999874333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
134,Week,星期五,星期三 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2150624999995,1.0108910000126343,478.30424600000697,478.2209323000061,479.10403910000605,479.2040224000011,479.2040224000011,479.2040224000011,left,1,1.1199208999896655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
14,Month,四月,六月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.35965180000494,1.0137826999998651,481.45319839999866,481.36989470000117,482.25297959999443,482.35297770000034,482.35297770000034,482.35297770000034,right,1,2.395809099994949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.7784332999945,1.0102372000110336,485.8684681999948,485.78512839999894,486.6683641000054,486.76819989999785,486.76819989999785,486.76819989999785,left,1,0.9160333999898285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.70753229999536,1.0121020000078715,488.8008762000027,488.7176171999963,489.60054619999573,489.70057950000773,489.70057950000773,489.70057950000773,down,1,1.727781599998707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
57,Month,三月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.4554253000024,1.014028799996595,492.5496256999977,492.4663107000015,493.34939199999644,493.44945360000565,493.44945360000565,493.44945360000565,left,1,2.003357800000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
57,Month,六月,三月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.49661720000586,1.0122441999992589,496.5817673000056,496.498382400001,497.38132769999356,497.48129390000395,497.48129390000395,497.48129390000395,down,1,1.8266523999918718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
84,Month,八月,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.3383216000002,1.014119399987976,500.4304276999974,500.3469580000019,501.23028939999494,501.33003079999617,501.33003079999617,501.33003079999617,up,1,1.9225052000110736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
111,Week,星期一,星期三 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.2925746000037,1.0112450000015087,504.3791602000056,504.29597909999575,505.1787567000065,505.278853799995,505.278853799995,505.278853799995,up,1,2.03024049999658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
126,Week,星期五,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.333195399995,1.0142532000027131,508.4277116999947,508.34435000000667,509.22758100000647,509.3275849999991,509.3275849999991,509.3275849999991,right,1,1.1969993999955477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-16_10h59.34.121,ETproject_Chi_2023.1.1,2023.1.1,59.96523215979998,
