No,Category,earlier_stim,later_stim,conguency,orientation,instruction,corr_resp,Instruction_stim,early_position,late_position,distance,congruency,Image,Qustion,Response,CorrAns,Path,prac_block.thisRepN,prac_block.thisTrialN,prac_block.thisN,prac_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,break1.thisRepN,break1.thisTrialN,break1.thisN,break1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,break2.thisRepN,break2.thisTrialN,break2.thisN,break2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,break3.thisRepN,break3.thisTrialN,break3.thisN,break3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,intro_1.started,intro_1.stopped,intro_2.started,intro2_resp.started,intro2_resp.keys,intro2_resp.rt,Intro_3.started,intro3_resp.started,intro3_resp.keys,intro3_resp.rt,pracintro.started,pracintro_resp.started,pracintro_resp.keys,pracintro_resp.rt,image.started,early.started,RESP.started,late.started,pracfeedback.started,pracfeedback.stopped,image.stopped,text_4.started,text_5.started,text_4.stopped,baselinerecord.started,intro_5.started,intro5_resp.started,intro5_resp.keys,intro5_resp.rt,main_image_2.started,etRecord.started,main_image_2.stopped,fix.started,fix.stopped,main_early.started,ct_resp.started,main_late.started,ct_resp.keys,ct_resp.corr,ct_resp.rt,intro.started,intro2_resp_2.started,intro2_resp_2.keys,intro2_resp_2.rt,fengjing.started,text.started,fengjing.stopped,text.stopped,key_resp.started,text_2.started,text_3.started,key_resp.keys,key_resp.corr,key_resp.rt,intro_6.started,intro5_resp_2.started,intro5_resp_2.keys,intro5_resp_2.rt,intro_3.started,intro2_resp_3.started,intro2_resp_3.keys,intro2_resp_3.rt,intro_7.started,intro2_resp_5.started,intro2_resp_5.keys,intro2_resp_5.rt,intro_4.started,intro2_resp_4.started,intro2_resp_4.keys,intro2_resp_4.rt,intro_8.started,intro2_resp_6.started,intro2_resp_6.keys,intro2_resp_6.rt,theend.started,participant,session,date,expName,psychopyVersion,frameRate,
75,Month,十月 ,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.5042400993407,1.010041399858892,268.518765299581,268.5854292996228,269.385323099792,269.4851118000224,269.4851118000224,269.4851118000224,down,1,2.3451670007780194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
148,Week,星期六,星期三 ,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,30,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.8630563998595,1.0122207999229431,272.86740669980645,272.950694299303,273.7504968997091,273.8504284992814,273.8504284992814,273.8504284992814,up,1,2.0677439011633396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
46,Month,四月,一月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,31,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9547939999029,1.0148709993809462,276.965964499861,277.04935439955443,277.84917709976435,277.9490132993087,277.9490132993087,277.9490132993087,left,1,1.3444251008331776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
77,Month,九月 ,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,32,32,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.3261034991592,1.0121082002297044,280.33145649917424,280.4149504993111,281.2146202996373,281.31456119939685,281.31456119939685,281.31456119939685,up,1,1.324595200829208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
78,Month,十月 ,八月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,0,33,33,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.6733017992228,1.0112747000530362,283.6804732000455,283.7639371994883,284.56355830002576,284.66369919944555,284.66369919944555,284.66369919944555,up,1,1.3195693008601665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
1,Month,一月,二月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",1,congruent,,,,,,,,,,,,,,0,34,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.03092819917947,1.0103456992655993,287.02936319913715,287.11253519915044,287.9123693993315,288.01223289966583,288.01223289966583,288.01223289966583,left,1,0.9466844005510211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
6,Month,六月,十月 ,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,congruent,,,,,,,,,,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.98412779998034,1.015231099911034,289.995010599494,290.0782803995535,290.8781646993011,290.97810469940305,290.97810469940305,290.97810469940305,left,1,0.8517686007544398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
62,Month,十月 ,六月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,incongruent,,,,,,,,,,,,,,0,36,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8702814998105,1.0156518993899226,292.87757269944996,292.96074809972197,293.76049089990556,293.86062509939075,293.86062509939075,293.86062509939075,up,1,1.0488669006153941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
34,Month,六月,二月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,0,37,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.93706779927015,1.0154374996200204,295.94309099949896,296.0262861996889,296.8261968996376,296.9261910999194,296.9261910999194,296.9261910999194,right,1,1.224894500337541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
114,Week,星期四,星期日,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,38,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1804458992556,1.0148940002545714,299.1919815996662,299.2753087999299,300.07502589933574,300.1752071995288,300.1752071995288,300.1752071995288,up,1,1.111021900549531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
13,Month,四月,七月,,Hori,late,right,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,0,39,39,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.31692339945585,1.0141829997301102,302.32426369935274,302.4077375000343,303.2074642991647,303.3077121991664,303.3077121991664,303.3077121991664,right,1,1.0827260008081794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
34,Month,七月,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,40,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.41467319987714,1.0134356999769807,305.42336119990796,305.50655499938875,306.30638509988785,306.4064045995474,306.4064045995474,306.4064045995474,down,1,1.328312100842595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
112,Week,星期二,星期五,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,41,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.7670872993767,1.015289000235498,308.77211559936404,308.8555769994855,309.6553165996447,309.7553458996117,309.7553458996117,309.7553458996117,up,1,0.8830518005415797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
120,Week,星期三 ,星期六,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,0,42,42,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6660837000236,1.0147818997502327,311.6712110992521,311.75474849995226,312.55440789926797,312.65424899943173,312.65424899943173,312.65424899943173,down,1,1.3045920012518764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
63,Month,十二月,九月 ,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,43,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.9976790994406,1.0139201004058123,315.0035284999758,315.08673579990864,315.88655149936676,315.98649389948696,315.98649389948696,315.98649389948696,down,1,1.2511772010475397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
127,Week,星期五,星期三 ,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,0,44,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.2747047999874,0.9990272000432014,318.28578289970756,318.3689675992355,319.16880179941654,319.26887539960444,319.26887539960444,319.26887539960444,right,1,1.0332604013383389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
50,Month,八月,五月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,0,45,45,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.32944689970464,1.0141315003857017,322.3345092991367,322.41777839977294,323.2175073996186,323.31749749928713,323.31749749928713,323.31749749928713,left,1,1.2879737010225654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
24,Month,四月,六月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,46,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.64530629944056,1.0123845003545284,325.64991959929466,325.7334130993113,326.5332838995382,326.6331492997706,326.6331492997706,326.6331492997706,up,1,1.884591300971806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
139,Week,星期四,星期一,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,0,47,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.5544681996107,0.999146000482142,329.56538479961455,329.6487721996382,330.44839449971914,330.54836369957775,330.54836369957775,330.54836369957775,down,1,1.7291793003678322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
143,Week,星期六,星期五,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,0,48,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.30399999953806,1.015339800156653,334.3140498995781,334.3970698993653,335.1968561997637,335.296944799833,335.296944799833,335.296944799833,down,1,1.460533901117742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
26,Month,六月,八月,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,congruent,,,,,,,,,,,,,,0,49,49,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.7887102998793,1.0104674007743597,337.79616109933704,337.8792652999982,338.67917579971254,338.7790206996724,338.7790206996724,338.7790206996724,up,1,1.1549355005845428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.9621021999046,339.9621021999046,space,14.140507901087403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 6.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 6.jpg,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.83524399995804,358.1113899992779,358.8392416993156,360.1219099992886,360.1219099992886,360.1219099992886,360.1219099992886,left,0,0.2679741010069847,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 4.jpg,这是秋天吗？,否,Right,Break_material/Image/Spring 4.jpg,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.8449831996113,364.40825970005244,364.8535244995728,366.4195236992091,366.4195236992091,366.4195236992091,366.4195236992091,right,0,0.48333630058914423,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 1.jpg,这是春天吗？,是,Left,Break_material/Image/Spring 1.jpg,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0906130997464,370.9051271993667,371.1014216998592,372.91741029918194,372.91741029918194,372.91741029918194,372.91741029918194,left,0,0.4566801004111767,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 3.jpg,这是夏天吗？,否,Right,Break_material/Image/Spring 3.jpg,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.45656019914895,377.38675109948963,377.4662615992129,379.3986631995067,379.3986631995067,379.3986631995067,379.3986631995067,left,0,0.7026836005970836,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 5.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 5.jpg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.59254259988666,384.1183362994343,384.59726199973375,386.1297474000603,386.1297474000603,386.1297474000603,386.1297474000603,right,0,0.3959637004882097,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,Spring 2.jpg,这是冬天吗？,否,Right,Break_material/Image/Spring 2.jpg,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.7733843997121,390.53173549938947,390.77825119998306,392.544343999587,392.544343999587,392.544343999587,392.544343999587,right,0,0.44545340072363615,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.01101280003786,393.01101280003786,space,3.3143886011093855,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
126,Week,星期五,星期二,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3576466999948,1.0150907998904586,397.35942529980093,397.4427167996764,398.2423467999324,398.3426234992221,398.3426234992221,398.3426234992221,right,1,0.791405200958252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
98,Week,星期二,星期五,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.17544999998063,1.0109732998535037,400.1750571997836,400.25840449985117,401.05831369943917,401.1584467999637,401.1584467999637,401.1584467999637,left,1,0.607553000561893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
29,Month,五月,九月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",4,congruent,,,,,,,,,,,,,,,,,,,,,,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.8073714999482,1.01106830034405,402.807727699168,402.89116019941866,403.69084609951824,403.7908642999828,403.7908642999828,403.7908642999828,down,1,0.9506817003712058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
123,Week,星期六,星期日,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,3,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.7786621991545,0.9990112008526921,405.79005889967084,405.87352889962494,406.6732781995088,406.77338769938797,406.77338769938797,406.77338769938797,down,1,1.5200595008209348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
65,Month,七月,五月,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.33671829942614,1.0119215995073318,409.3391069993377,409.42233069986105,410.2221223991364,410.3221878996119,410.3221878996119,410.3221878996119,up,0,1.1401189006865025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
57,Month,三月,二月,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.49831759929657,1.013196099549532,412.50486879982054,412.5879795998335,413.3876919997856,413.487626099959,413.487626099959,413.487626099959,left,1,1.2068329006433487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
39,Month,十一月 ,七月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",4,incongruent,,,,,,,,,,,,,,,,,,,,,,0,6,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.73221439961344,1.0114337000995874,415.7367663998157,415.82023209985346,416.6200259998441,416.7200074000284,416.7200074000284,416.7200074000284,right,1,0.9101892011240125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
82,Month,六月,五月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,7,7,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.6646926999092,1.0111600002273917,418.66920379921794,418.75248739961535,419.5521840993315,419.65244890004396,419.65244890004396,419.65244890004396,up,1,1.5935842003673315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
142,Week,星期日,星期四,,Vert,early,down,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,incongruent,,,,,,,,,,,,,,,,,,,,,,0,8,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.279393799603,1.0118420999497175,422.2847551992163,422.3681286992505,423.1677607996389,423.2677996000275,423.2677996000275,423.2677996000275,down,1,1.1859737001359463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
84,Month,八月,七月,,Vert,late,up,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,incongruent,,,,,,,,,,,,,,,,,,,,,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.4970468999818,1.0133860995993018,425.50037759914994,425.58381989970803,426.38363759964705,426.4835822992027,426.4835822992027,426.4835822992027,up,1,1.2026010006666183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
60,Month,十二月,十月 ,,Hori,late,left,image/Chi_late.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,10,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.72664839960635,1.0113224005326629,428.73264519963413,428.8160585993901,429.6158908000216,429.71592919994146,429.71592919994146,429.71592919994146,left,1,0.689792100340128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
2,Month,二月,五月,,Hori,early,left,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,11,11,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.4442996997386,1.0103469993919134,431.4484607996419,431.53189799934626,432.33144729956985,432.431488099508,432.431488099508,432.431488099508,left,1,1.061794800683856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
42,Month,九月 ,十月 ,,Vert,late,down,image/Chi_late.png,"[0, 0.4]","[0, -0.4]",1,congruent,,,,,,,,,,,,,,,,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.5269512999803,1.0108972992748022,434.5306650996208,434.6140358997509,435.41383049916476,435.51380999945104,435.51380999945104,435.51380999945104,down,1,1.0613855011761189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
26,Month,八月,十一月 ,,Vert,early,up,image/Chi_early.png,"[0, 0.4]","[0, -0.4]",3,congruent,,,,,,,,,,,,,,,,,,,,,,0,13,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.60623539984226,1.0133087998256087,437.61315199919045,437.6963211996481,438.4959156997502,438.5960796000436,438.5960796000436,438.5960796000436,up,1,0.9533304013311863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
48,Month,十月 ,八月,,Hori,early,right,image/Chi_early.png,"[-0.4, 0]","[0.4, 0]",2,incongruent,,,,,,,,,,,,,,,,,,,,,,0,14,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.5829701991752,0.9993832996115088,440.59543209988624,440.6787108993158,441.4784804992378,441.57844569999725,441.57844569999725,441.57844569999725,right,1,2.0843578008934855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-15_16h19.43.707,ETproject_Chi_2023.1.1,2023.1.1,59.97123793831685,
